ID,Lon,Lat,onset_dy,p-onset_dy,end_dy,p-end_dy,duration,p-duration,intensity,p-intensity,min,p-min
322,-86.3750,14.1250,-2.2756,0.3942,3.6644,0.1556,5.9400,0.1118,0.5073,0.0884,-1.0710,0.0076
323,-86.1250,14.1250,-2.5822,0.1728,3.9467,0.0995,6.5289,0.0995,0.5859,0.0535,-1.1828,0.0076
324,-85.8750,14.1250,-1.7200,0.5321,3.7755,0.1914,5.4955,0.1728,0.5673,0.0535,-1.2044,0.0199
325,-85.6250,14.1250,-1.8733,0.3942,2.9489,0.1914,4.8222,0.1914,0.4865,0.0995,-1.1372,0.0356
326,-85.3750,14.1250,-1.8600,0.3635,3.4644,0.2805,5.3244,0.2330,0.5477,0.0691,-1.2118,0.0535
327,-85.1250,14.1250,-2.2355,0.1914,5.0089,0.0691,7.2444,0.0609,0.6114,0.0535,-1.2955,0.0609
328,-84.8750,14.1250,-2.0378,0.3066,5.8267,0.0146,7.8645,0.0995,0.7285,0.0468,-1.4128,0.0995
337,-91.8750,14.3750,-1.4244,0.5321,2.4511,0.0832,3.8755,0.2115,1.2122,0.1118,-1.2037,0.0409
338,-91.6250,14.3750,-2.4600,0.2208,2.8956,0.0535,5.3556,0.1398,1.3280,0.0691,-1.3554,0.0268
339,-91.3750,14.3750,-2.7889,0.1914,3.5333,0.0199,6.3222,0.0609,1.3661,0.0356,-1.4311,0.0231
340,-91.1250,14.3750,-2.2533,0.5321,3.5778,0.0171,5.8311,0.0691,1.3800,0.0409,-1.4858,0.0125
341,-90.8750,14.3750,-1.1489,0.8203,3.1245,0.0535,4.2733,0.2330,1.1157,0.0783,-1.4282,0.0268
342,-90.6250,14.3750,-0.6933,0.8647,2.7556,0.0231,3.4489,0.2560,0.9573,0.0884,-1.3601,0.0231
343,-90.3750,14.3750,-0.9778,0.6909,2.7489,0.0146,3.7267,0.1914,0.8712,0.0691,-1.3397,0.0199
344,-90.1250,14.3750,-1.4911,0.5701,2.9111,0.0309,4.4022,0.0884,0.7950,0.0409,-1.3457,0.0171
345,-89.8750,14.3750,-2.5645,0.3343,4.0644,0.0171,6.6289,0.0356,0.9551,0.0076,-1.6161,0.0090
346,-89.6250,14.3750,-3.1689,0.0995,4.6222,0.0146,7.7911,0.0171,0.9484,0.0090,-1.6863,0.0076
347,-89.3750,14.3750,-3.9089,0.0884,6.1578,0.0090,10.0667,0.0076,1.0539,0.0064,-1.8507,0.0054
348,-89.1250,14.3750,-4.6200,0.0691,4.8778,0.0125,9.4978,0.0106,1.0003,0.0064,-1.8158,0.0076
349,-88.8750,14.3750,-4.4867,0.0468,4.5755,0.0309,9.0622,0.0171,0.8427,0.0171,-1.6962,0.0064
350,-88.6250,14.3750,-4.5333,0.0468,4.7556,0.0231,9.2889,0.0090,0.8301,0.0268,-1.7477,0.0064
351,-88.3750,14.3750,-4.3067,0.0409,5.7711,0.0076,10.0778,0.0054,0.8337,0.0309,-1.8885,0.0045
352,-88.1250,14.3750,-4.8556,0.0231,5.5622,0.0199,10.4178,0.0090,0.8021,0.0231,-1.8971,0.0064
353,-87.8750,14.3750,-3.4178,0.1117,6.1844,0.0199,9.6022,0.0171,0.8753,0.0199,-1.7740,0.0045
355,-87.3750,14.3750,-1.7911,0.3066,5.7400,0.0356,7.5311,0.0268,0.6749,0.0468,-1.3285,0.0045
356,-87.1250,14.3750,-1.3511,0.4265,4.5755,0.0468,5.9267,0.0691,0.5311,0.0609,-1.1125,0.0045
357,-86.8750,14.3750,-1.7067,0.5321,4.4689,0.0609,6.1756,0.0468,0.5211,0.0783,-1.0813,0.0045
364,-85.1250,14.3750,-1.5689,0.3635,5.0044,0.0995,6.5733,0.1398,0.6155,0.0535,-1.2633,0.0535
374,-92.1250,14.6250,-1.6978,0.5321,3.5289,0.0468,5.2267,0.1118,1.2228,0.0995,-1.1621,0.0356
375,-91.8750,14.6250,-2.0622,0.4603,3.2644,0.0268,5.3267,0.0609,1.3572,0.0995,-1.4580,0.0146
376,-91.6250,14.6250,-2.0267,0.3635,4.1155,0.0076,6.1422,0.0409,1.4973,0.0783,-1.6761,0.0106
377,-91.3750,14.6250,-3.3022,0.1556,3.8445,0.0170,7.1467,0.0309,1.2922,0.0783,-1.5613,0.0076
378,-91.1250,14.6250,-3.1022,0.1118,4.4000,0.0125,7.5022,0.0146,1.1521,0.0535,-1.4800,0.0090
379,-90.8750,14.6250,-2.7622,0.2115,3.5089,0.0309,6.2711,0.0783,0.9149,0.0783,-1.3583,0.0171
380,-90.6250,14.6250,-2.3689,0.2442,3.0222,0.0409,5.3911,0.0884,0.7596,0.0609,-1.2334,0.0146
381,-90.3750,14.6250,-3.0133,0.1322,3.1444,0.0199,6.1578,0.0691,0.8041,0.0468,-1.3391,0.0125
382,-90.1250,14.6250,-2.0867,0.3003,3.4511,0.0231,5.5378,0.0609,0.8154,0.0231,-1.4592,0.0125
383,-89.8750,14.6250,-2.3022,0.4603,4.2489,0.0146,6.5511,0.0356,0.9366,0.0125,-1.7761,0.0076
384,-89.6250,14.6250,-2.6289,0.2330,4.7244,0.0125,7.3533,0.0309,1.0109,0.0090,-1.9246,0.0064
385,-89.3750,14.6250,-3.9356,0.0884,5.1245,0.0125,9.0600,0.0146,1.0193,0.0064,-1.9577,0.0064
386,-89.1250,14.6250,-4.1889,0.0609,5.0911,0.0146,9.2800,0.0158,0.9216,0.0076,-1.8274,0.0064
387,-88.8750,14.6250,-4.1378,0.0884,4.8778,0.0186,9.0156,0.0171,0.7290,0.0231,-1.5821,0.0054
388,-88.6250,14.6250,-4.2000,0.0995,4.4889,0.0231,8.6889,0.0199,0.6648,0.0691,-1.6021,0.0038
389,-88.3750,14.6250,-4.9111,0.0409,5.8444,0.0125,10.7555,0.0064,0.8538,0.0268,-2.0672,0.0064
390,-88.1250,14.6250,-3.8467,0.0782,5.9867,0.0146,9.8333,0.0106,0.8296,0.0609,-2.1841,0.0045
394,-87.1250,14.6250,-2.0844,0.3343,4.8289,0.0468,6.9133,0.0609,0.5469,0.0884,-1.2734,0.0076
395,-86.8750,14.6250,-2.4800,0.2115,4.3489,0.0783,6.8289,0.0468,0.5721,0.0691,-1.2378,0.0064
413,-92.1250,14.8750,-2.0111,0.2330,3.3867,0.0199,5.3978,0.0356,1.1542,0.0783,-1.1793,0.0076
414,-91.8750,14.8750,-1.7711,0.3343,3.5955,0.0090,5.3667,0.0409,1.3215,0.1118,-1.5454,0.0125
415,-91.6250,14.8750,-2.6245,0.1398,3.4511,0.0132,6.0756,0.0356,1.4213,0.0995,-1.7729,0.0076
416,-91.3750,14.8750,-3.6511,0.0381,3.9711,0.0090,7.6222,0.0090,1.2352,0.0468,-1.7251,0.0076
417,-91.1250,14.8750,-4.0244,0.0468,4.7489,0.0076,8.7733,0.0031,1.0567,0.0783,-1.6343,0.0064
418,-90.8750,14.8750,-4.3555,0.0356,3.6533,0.0125,8.0089,0.0146,0.7848,0.0691,-1.4221,0.0090
419,-90.6250,14.8750,-3.8911,0.0468,4.4311,0.0106,8.3222,0.0146,0.8120,0.0609,-1.4207,0.0045
420,-90.3750,14.8750,-3.1111,0.1914,4.3089,0.0125,7.4200,0.0287,0.8743,0.0146,-1.4875,0.0064
421,-90.1250,14.8750,-2.2333,0.1914,5.2800,0.0115,7.5133,0.0231,0.9238,0.0106,-1.6789,0.0064
422,-89.8750,14.8750,-2.2156,0.3627,4.7578,0.0106,6.9733,0.0609,0.9242,0.0171,-2.0023,0.0054
423,-89.6250,14.8750,-2.5333,0.2329,4.4733,0.0609,7.0067,0.0535,0.8779,0.0146,-2.0547,0.0076
424,-89.3750,14.8750,-4.2200,0.0609,4.8911,0.0146,9.1111,0.0171,0.9705,0.0076,-2.1148,0.0064
425,-89.1250,14.8750,-4.5089,0.0609,5.3044,0.0171,9.8133,0.0171,0.9244,0.0106,-1.9863,0.0054
426,-88.8750,14.8750,-4.0867,0.0884,5.7467,0.0054,9.8333,0.0076,0.8186,0.0231,-1.8017,0.0045
427,-88.6250,14.8750,-3.8155,0.1398,5.5178,0.0054,9.3333,0.0125,0.7724,0.0609,-1.8403,0.0038
433,-87.1250,14.8750,-2.3556,0.1728,5.8533,0.0409,8.2089,0.0309,0.5213,0.1252,-1.3582,0.0090
454,-91.8750,15.1250,-3.1333,0.0735,3.7333,0.0125,6.8666,0.0248,1.0754,0.0884,-1.4042,0.0171
455,-91.6250,15.1250,-3.4778,0.0609,4.6400,0.0106,8.1178,0.0199,1.2107,0.0535,-1.7268,0.0171
456,-91.3750,15.1250,-3.9022,0.0309,6.3067,0.0090,10.2089,0.0045,1.4762,0.0146,-2.2027,0.0090
457,-91.1250,15.1250,-4.4667,0.0146,6.1711,0.0106,10.6378,0.0031,1.4169,0.0125,-2.2570,0.0090
458,-90.8750,15.1250,-4.3822,0.0609,7.0822,0.0064,11.4645,0.0054,1.2686,0.0146,-2.1280,0.0090
459,-90.6250,15.1250,-3.6689,0.0884,7.0822,0.0064,10.7511,0.0031,1.1915,0.0146,-1.9785,0.0038
460,-90.3750,15.1250,-2.3622,0.3066,5.2200,0.0171,7.5822,0.0231,0.9395,0.0199,-1.6538,0.0045
461,-90.1250,15.1250,-2.3800,0.4265,5.7889,0.0090,8.1689,0.0268,1.0548,0.0090,-1.9409,0.0031
462,-89.8750,15.1250,-4.1222,0.0995,6.8022,0.0038,10.9244,0.0064,1.2754,0.0045,-2.7317,0.0026
463,-89.6250,15.1250,-4.2667,0.0884,5.7222,0.0090,9.9889,0.0146,1.1985,0.0038,-2.8125,0.0045
464,-89.3750,15.1250,-3.2911,0.1914,5.9644,0.0064,9.2556,0.0231,0.9494,0.0106,-2.4027,0.0054
466,-88.8750,15.1250,-4.4511,0.0409,7.3400,0.0045,11.7911,0.0064,0.9901,0.0146,-2.2007,0.0045
493,-92.1250,15.3750,-3.7556,0.0468,3.8444,0.0170,7.6000,0.0106,1.1119,0.0535,-1.3366,0.0106
494,-91.8750,15.3750,-3.6511,0.0199,6.0222,0.0106,9.6733,0.0064,1.2207,0.0570,-1.7307,0.0090
495,-91.6250,15.3750,-3.6978,0.0309,7.0356,0.0054,10.7333,0.0026,1.3852,0.0356,-2.1827,0.0076
496,-91.3750,15.3750,-4.0867,0.0199,7.2978,0.0045,11.3844,0.0026,1.5785,0.0171,-2.6989,0.0064
497,-91.1250,15.3750,-3.9556,0.0409,8.3489,0.0022,12.3045,0.0018,1.6789,0.0076,-2.8871,0.0045
498,-90.8750,15.3750,-3.4956,0.1398,6.3333,0.0076,9.8289,0.0064,1.3594,0.0268,-2.4679,0.0076
533,-91.8750,15.6250,-4.0244,0.0125,6.2089,0.0090,10.2334,0.0026,1.4568,0.0409,-2.2187,0.0045
534,-91.6250,15.6250,-4.1244,0.0146,8.5600,0.0012,12.6844,0.0012,1.8345,0.0125,-2.9886,0.0031
535,-91.3750,15.6250,-3.4844,0.0199,8.4756,0.0026,11.9600,0.0022,2.0649,0.0076,-3.6728,0.0038
536,-91.1250,15.6250,-3.2044,0.0409,7.9511,0.0038,11.1555,0.0054,1.8651,0.0106,-3.5121,0.0054
537,-90.8750,15.6250,-2.5289,0.6092,7.5400,0.0015,10.0689,0.0015,1.6551,0.0199,-3.0129,0.0031
571,-91.6250,15.8750,-2.9089,0.1398,7.5822,0.0022,10.4911,0.0015,1.7024,0.0231,-2.8829,0.0026
572,-91.3750,15.8750,-2.9156,0.0884,7.6689,0.0018,10.5845,0.0018,2.0107,0.0171,-3.6320,0.0022
573,-91.1250,15.8750,-2.9400,0.1118,7.8844,0.0018,10.8244,0.0026,1.8731,0.0146,-3.5588,0.0031
574,-90.8750,15.8750,-2.1956,0.5136,8.1556,0.0018,10.3511,0.0026,1.7515,0.0231,-3.1782,0.0026
