ID,Lon,Lat,gfdl-esm2g,canesm2,cnrm-cm5,csiro-mk3-6-0,inmcm4,miroc5,mpi-esm-lr,mri-cgcm3,ccsm4,noresm1-m,bcc-csm1-1,ipsl-cm5a-lr,ipsl-cm5a-mr,gfdl-cm3,gfdl-esm2m
180,-86.6250,12.8750,10.4095,10.4198,12.7004,12.5461,10.8915,12.2318,12.1218,12.5796,11.5254,10.9749,10.5165,9.2085,8.0085,9.4214,11.3022
181,-86.3750,12.8750,9.6494,9.5005,11.4828,11.3561,9.9841,11.2017,10.9442,11.5195,10.2437,10.2724,9.7840,8.5028,7.8915,8.8096,10.4595
182,-86.1250,12.8750,9.3469,9.0946,10.8552,10.9072,9.6069,10.7441,10.3553,11.1339,9.7836,10.0675,9.5756,8.3530,8.1280,8.6242,10.1666
183,-85.8750,12.8750,9.6202,9.2741,10.8720,11.3083,9.6573,10.9169,10.3676,11.3412,10.0961,10.3955,9.7687,8.6427,8.8488,8.8927,10.4957
184,-85.6250,12.8750,10.1771,9.7421,11.3006,11.9888,10.1515,11.3623,10.8734,11.9553,10.8122,11.0379,10.3306,9.2185,9.8164,9.5104,11.1318
185,-85.3750,12.8750,11.0806,10.5306,12.1847,13.0952,11.0404,12.2228,11.8239,12.8693,11.8713,12.0136,11.1752,10.0766,11.1525,10.4139,12.1030
186,-85.1250,12.8750,12.4140,11.7083,13.5038,14.6865,12.3571,13.5709,13.1970,14.2221,13.3624,13.4339,12.4263,11.3418,13.0038,11.7108,13.5123
199,-87.3750,13.1250,12.0231,12.1973,15.0188,15.2190,12.7938,14.3062,14.2579,13.7428,14.1915,12.1976,12.0785,10.6417,8.9946,11.0455,12.7621
200,-87.1250,13.1250,11.9438,12.0923,14.6938,14.7925,12.6770,14.1882,14.0482,13.7606,13.5551,12.1829,12.0294,10.4111,8.9467,10.8495,12.6216
201,-86.8750,13.1250,10.8563,10.9820,13.5853,13.5099,11.5288,12.8503,12.7403,12.6708,12.2576,11.1753,10.9308,9.4319,8.4491,9.8047,11.4249
202,-86.6250,13.1250,10.2546,10.2111,12.5393,12.4117,10.7481,11.9216,11.7346,12.2299,11.1493,10.6936,10.3872,8.9124,8.3746,9.3522,10.8775
203,-86.3750,13.1250,9.9859,9.8320,11.8838,11.7955,10.3719,11.5254,11.1054,11.7778,10.4684,10.5544,10.1996,8.7350,8.5689,9.2230,10.7282
204,-86.1250,13.1250,10.1051,9.8504,11.7272,11.8259,10.4116,11.5481,11.0336,11.9188,10.5824,10.8338,10.3954,8.9750,9.1754,9.4660,10.9627
205,-85.8750,13.1250,10.7055,10.3233,12.1143,12.6307,10.9336,12.2264,11.4607,12.5345,11.4194,11.6182,11.0098,9.6922,10.0246,10.1064,11.7519
206,-85.6250,13.1250,11.3194,10.8434,12.5886,13.4381,11.5020,12.7866,12.0886,13.2057,12.2297,12.3718,11.6264,10.3798,11.0260,10.7641,12.4191
207,-85.3750,13.1250,12.0110,11.4646,13.2406,14.3259,12.1858,13.4266,12.9355,13.9261,13.0653,13.1536,12.2956,11.0738,12.1452,11.4601,13.1515
208,-85.1250,13.1250,12.9846,12.3586,14.1710,15.5203,13.2082,14.3788,14.0811,14.9346,14.2006,14.2070,13.2229,12.0376,13.5967,12.4148,14.1628
209,-84.8750,13.1250,14.1909,13.5030,15.2434,17.0792,14.6564,15.6118,15.0518,16.3307,15.7427,15.2819,14.2610,13.4653,15.0249,13.7829,15.6360
