ID,Lon,Lat,gfdl-esm2g,canesm2,cnrm-cm5,csiro-mk3-6-0,inmcm4,miroc5,mpi-esm-lr,mri-cgcm3,ccsm4,noresm1-m,bcc-csm1-1,ipsl-cm5a-lr,ipsl-cm5a-mr,gfdl-cm3,gfdl-esm2m
204,-86.1250,13.1250,4.0402,4.1251,4.1189,3.8229,4.2076,4.1927,4.2301,3.8881,4.1968,4.1151,4.0653,3.8336,3.7018,3.8687,4.0426
205,-85.8750,13.1250,4.4079,4.4713,4.4483,4.1737,4.5561,4.5323,4.5936,4.1850,4.5651,4.4798,4.4048,4.1993,4.0884,4.2099,4.4104
206,-85.6250,13.1250,4.6851,4.7573,4.7499,4.4423,4.8472,4.8333,4.8865,4.4295,4.8454,4.7951,4.6958,4.5215,4.4741,4.4822,4.7125
207,-85.3750,13.1250,4.9334,5.0217,5.0291,4.6840,5.1054,5.1131,5.1531,4.6740,5.0933,5.0886,4.9608,4.8143,4.8498,4.7268,4.9896
208,-85.1250,13.1250,5.2797,5.3881,5.4119,5.0200,5.4641,5.5001,5.5215,5.0362,5.4428,5.4921,5.3285,5.2096,5.3449,5.0674,5.3685
209,-84.8750,13.1250,5.6768,5.8150,5.8257,5.3976,5.8649,5.9023,5.9140,5.4238,5.8708,5.9231,5.7467,5.7132,5.8347,5.4758,5.8080
218,-88.8750,13.3750,4.4632,4.7556,4.7114,4.4923,4.7358,4.8661,4.6616,4.4555,4.8109,4.6215,4.5583,4.3632,4.0714,4.7154,4.5105
219,-88.6250,13.3750,4.3277,4.6015,4.5582,4.3458,4.5910,4.7219,4.5297,4.3320,4.6705,4.4735,4.4209,4.2189,3.8892,4.5497,4.3611
220,-88.3750,13.3750,4.1474,4.3905,4.3805,4.1442,4.3859,4.5235,4.3432,4.1486,4.4834,4.2681,4.2238,4.0143,3.6544,4.3115,4.1723
221,-88.1250,13.3750,4.0772,4.2951,4.3198,4.0493,4.2978,4.4416,4.2733,4.0745,4.4113,4.1731,4.1407,3.9142,3.5182,4.1890,4.0951
222,-87.8750,13.3750,4.1399,4.2760,4.3549,4.0161,4.2890,4.4554,4.3031,4.0704,4.3756,4.1593,4.1214,3.9027,3.4498,4.1778,4.1456
224,-87.3750,13.3750,4.1401,4.2466,4.2978,3.9607,4.2967,4.3598,4.3265,4.0371,4.3031,4.1393,4.1126,3.8531,3.3882,4.0913,4.1482
225,-87.1250,13.3750,4.0240,4.1161,4.1559,3.8280,4.1831,4.2027,4.2110,3.9126,4.1767,4.0369,4.0011,3.7307,3.3908,3.9403,4.0348
